Wavelength (nm), QE (%)
8.790000000000000000e+02,5.091927814540068198e+01
8.800000000000000000e+02,5.059635890708560879e+01
8.810000000000000000e+02,5.027343968427735632e+01
8.820000000000000000e+02,4.994266727535506334e+01
8.830000000000000000e+02,4.942663280302434003e+01
8.840000000000000000e+02,4.899966418822934600e+01
8.850000000000000000e+02,4.872280042743094697e+01
8.860000000000000000e+02,4.844188174803579017e+01
8.870000000000000000e+02,4.806526795533749663e+01
8.880000000000000000e+02,4.768865416263920309e+01
8.890000000000000000e+02,4.731204036994093087e+01
8.900000000000000000e+02,4.693760849838945859e+01
8.910000000000000000e+02,4.661468925942935471e+01
8.920000000000000000e+02,4.628378159744570297e+01
8.930000000000000000e+02,4.576774715005302596e+01
8.940000000000000000e+02,4.534094601539410263e+01
8.950000000000000000e+02,4.506408224701064569e+01
8.960000000000000000e+02,4.478531403492572593e+01
8.970000000000000000e+02,4.446239481211748767e+01
8.980000000000000000e+02,4.413134904830729255e+01
8.990000000000000000e+02,4.361531456998230283e+01
9.000000000000000000e+02,4.318868449917906815e+01
9.010000000000000000e+02,4.291182074266930613e+01
9.020000000000000000e+02,4.263076087100188971e+01
9.030000000000000000e+02,4.225414707330364195e+01
9.040000000000000000e+02,4.187753327581567930e+01
9.050000000000000000e+02,4.150091948311738577e+01
9.060000000000000000e+02,4.112024561757596075e+01
9.070000000000000000e+02,4.064708135335519756e+01
9.080000000000000000e+02,4.027038681949538557e+01
9.090000000000000000e+02,4.005497569179453876e+01
9.100000000000000000e+02,3.982648390124681725e+01
9.110000000000000000e+02,3.931044942891610106e+01
9.120000000000000000e+02,3.888416149396612553e+01
9.130000000000000000e+02,3.860729773316771940e+01
9.140000000000000000e+02,3.832609516518177628e+01
9.150000000000000000e+02,3.794948137248348985e+01
9.160000000000000000e+02,3.757286757956774892e+01
9.170000000000000000e+02,3.719625378186950115e+01
9.180000000000000000e+02,3.682197472023538865e+01
9.190000000000000000e+02,3.649905548127528476e+01
9.200000000000000000e+02,3.617376229333585513e+01
9.210000000000000000e+02,3.579714850063758291e+01
9.220000000000000000e+02,3.542053470771828927e+01
9.230000000000000000e+02,3.504392091002001308e+01
9.240000000000000000e+02,3.466968025681761389e+01
9.250000000000000000e+02,3.434676103400936142e+01
9.260000000000000000e+02,3.402384181120110895e+01
9.270000000000000000e+02,3.370092258839287780e+01
9.280000000000000000e+02,3.337555180490013385e+01
9.290000000000000000e+02,3.299893799337122857e+01
9.300000000000000000e+02,3.262354953827500026e+01
9.310000000000000000e+02,3.227377808706233253e+01
9.320000000000000000e+02,3.192400663504485436e+01
9.330000000000000000e+02,3.157423516634046479e+01
9.340000000000000000e+02,3.122570891146456518e+01
9.350000000000000000e+02,3.090278968865631626e+01
9.360000000000000000e+02,3.057987046508726792e+01
9.370000000000000000e+02,3.025695122612716048e+01
9.380000000000000000e+02,2.993403198793965458e+01
9.390000000000000000e+02,2.961111276513140211e+01
9.400000000000000000e+02,2.928819354153876020e+01
9.410000000000000000e+02,2.896527430257865632e+01
9.420000000000000000e+02,2.863970825477902693e+01
9.430000000000000000e+02,2.826309445708077561e+01
9.440000000000000000e+02,2.788780361932411367e+01
9.450000000000000000e+02,2.753803216811145305e+01
9.460000000000000000e+02,2.718959386479182072e+01
9.470000000000000000e+02,2.686667462583171329e+01
9.480000000000000000e+02,2.654375538768530518e+01
9.490000000000000000e+02,2.622083616487705626e+01
9.500000000000000000e+02,2.589791694124331300e+01
9.510000000000000000e+02,2.557499770228320912e+01
9.520000000000000000e+02,2.525486395986384025e+01
9.530000000000000000e+02,2.498567895152696039e+01
9.540000000000000000e+02,2.471506149151788279e+01
9.550000000000000000e+02,2.441900439353683439e+01
9.560000000000000000e+02,2.412148584822349662e+01
9.570000000000000000e+02,2.379856662541524770e+01
9.580000000000000000e+02,2.347564740260699523e+01
9.590000000000000000e+02,2.315272817979876407e+01
9.600000000000000000e+02,2.283130963487682408e+01
9.610000000000000000e+02,2.253525255670951211e+01
9.620000000000000000e+02,2.223766527555264005e+01
9.630000000000000000e+02,2.191474603659253617e+01
9.640000000000000000e+02,2.159182679856431619e+01
9.650000000000000000e+02,2.126890757575606727e+01
9.660000000000000000e+02,2.094733354636473166e+01
9.670000000000000000e+02,2.064743840408493014e+01
9.680000000000000000e+02,2.034754326180512862e+01
9.690000000000000000e+02,2.014809548962122676e+01
9.700000000000000000e+02,1.998649798223973661e+01
9.710000000000000000e+02,1.979760315283927952e+01
9.720000000000000000e+02,1.922825764213067501e+01
9.730000000000000000e+02,1.898595459890061221e+01
9.740000000000000000e+02,1.874021513515284099e+01
9.750000000000000000e+02,1.844415805198279656e+01
9.760000000000000000e+02,1.815159647118429831e+01
9.770000000000000000e+02,1.790929344008053548e+01
9.780000000000000000e+02,1.766339617116238969e+01
9.790000000000000000e+02,1.736733908799232751e+01
9.800000000000000000e+02,1.707493532289113602e+01
9.810000000000000000e+02,1.683263227966107323e+01
9.820000000000000000e+02,1.658657717791537323e+01
9.830000000000000000e+02,1.629052009974807902e+01
9.840000000000000000e+02,1.599636823959673926e+01
9.850000000000000000e+02,1.572718321735018598e+01
9.860000000000000000e+02,1.545799819510363271e+01
9.870000000000000000e+02,1.524303032432739613e+01
9.880000000000000000e+02,1.504718318778312991e+01
9.890000000000000000e+02,1.485133605123886369e+01
9.900000000000000000e+02,1.464450170802148499e+01
9.910000000000000000e+02,1.430623712818825410e+01
9.920000000000000000e+02,1.396797254835502500e+01
9.930000000000000000e+02,1.373572644710543322e+01
9.940000000000000000e+02,1.353987931056116700e+01
9.950000000000000000e+02,1.334403217401690078e+01
9.960000000000000000e+02,1.314657512459271160e+01
9.970000000000000000e+02,1.293116399843222553e+01
9.980000000000000000e+02,1.271575287227174123e+01
9.990000000000000000e+02,1.250034174611125515e+01
1.000000000000000000e+03,1.228493062182046813e+01
1.001000000000000000e+03,1.206951951722487593e+01
1.002000000000000000e+03,1.185410841262928194e+01
1.003000000000000000e+03,1.163869730803368974e+01
1.004000000000000000e+03,1.142206099814457154e+01
1.005000000000000000e+03,1.119320264956874666e+01
1.006000000000000000e+03,1.096434430099292179e+01
1.007000000000000000e+03,1.073548595241709691e+01
1.008000000000000000e+03,1.050918697989886574e+01
1.009000000000000000e+03,1.030722554748713549e+01
1.010000000000000000e+03,1.010526411507540345e+01
1.011000000000000000e+03,9.903302682663673195e+00
1.012000000000000000e+03,9.702685591421341016e+00
1.013000000000000000e+03,9.514176314604755547e+00
1.014000000000000000e+03,9.325667037788171854e+00
1.015000000000000000e+03,9.137157760971586384e+00
1.016000000000000000e+03,8.947234872498059488e+00
1.017000000000000000e+03,8.745273389285250332e+00
1.018000000000000000e+03,8.543311906072441175e+00
1.019000000000000000e+03,8.341350422859632019e+00
1.020000000000000000e+03,8.142345060485128627e+00
1.021000000000000000e+03,7.967290425115638897e+00
1.022000000000000000e+03,7.792235789746149166e+00
1.023000000000000000e+03,7.617181154376660324e+00
1.024000000000000000e+03,7.442126518978284366e+00
1.025000000000000000e+03,7.267071883358444673e+00
1.026000000000000000e+03,7.092017247738604979e+00
1.027000000000000000e+03,6.916962612118765286e+00
1.028000000000000000e+03,6.743534956699530625e+00
1.029000000000000000e+03,6.581937448817303249e+00
1.030000000000000000e+03,6.420339940935076761e+00
1.031000000000000000e+03,6.258742433052849385e+00
1.032000000000000000e+03,6.098851442706163084e+00
1.033000000000000000e+03,5.950713548790082186e+00
1.034000000000000000e+03,5.802575654874001287e+00
1.035000000000000000e+03,5.654437760957920389e+00
1.036000000000000000e+03,5.505941699401833311e+00
1.037000000000000000e+03,5.355111706330536236e+00
1.038000000000000000e+03,5.204281713259239162e+00
1.039000000000000000e+03,5.053451720187942087e+00
1.040000000000000000e+03,4.902621727116645012e+00
1.041000000000000000e+03,4.754823907220529833e+00
1.042000000000000000e+03,4.625533671451375284e+00
1.043000000000000000e+03,4.496243435682220735e+00
1.044000000000000000e+03,4.366953199913066186e+00
1.045000000000000000e+03,4.237662964143912525e+00
1.046000000000000000e+03,4.108372724509260721e+00
1.047000000000000000e+03,3.979082462838199330e+00
1.048000000000000000e+03,3.849792201167137939e+00
1.049000000000000000e+03,3.720501939496076549e+00
1.050000000000000000e+03,3.591211677825015158e+00
1.051000000000000000e+03,3.465319289360581312e+00
1.052000000000000000e+03,3.357575192016085897e+00
1.053000000000000000e+03,3.249831094671590481e+00
1.054000000000000000e+03,3.142086997327095066e+00
1.055000000000000000e+03,3.034342899982599651e+00
1.056000000000000000e+03,2.926598802638104235e+00
1.057000000000000000e+03,2.818854700753994358e+00
1.058000000000000000e+03,2.711110576507282932e+00
1.059000000000000000e+03,2.603366452260571062e+00
1.060000000000000000e+03,2.495622328013859637e+00
1.061000000000000000e+03,2.392622843201199334e+00
1.062000000000000000e+03,2.311820365183215209e+00
1.063000000000000000e+03,2.231017887165230640e+00
1.064000000000000000e+03,2.150215409147246515e+00
1.065000000000000000e+03,2.069412931129261946e+00
1.066000000000000000e+03,1.988610453111277598e+00
1.067000000000000000e+03,1.907807975093293251e+00
1.068000000000000000e+03,1.827005497075308904e+00
